overlap,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
40,0,0,GoalBias,1,12.40920090675354,400,283,113.87268692825988
20,4,9,RRT*,1,27.22005558013916,622,640,172.61485373175682
40,0,1,RRT*,1,8.811851978302002,175,238,182.86981002559952
40,0,1,Hybrid,1,5.2192702293396,124,141,125.50423863189383
40,0,2,GoalBias,1,6.861457109451294,179,211,163.65646832826906
40,0,2,Hybrid,1,3.1302621364593506,46,91,145.2021205528312
40,0,1,GoalBias,1,26.150352716445923,577,511,158.1339818235356
40,0,2,RRT*,1,19.19466209411621,376,430,189.99970763794656
40,0,3,Hybrid,1,4.368091344833374,226,115,150.06410983145923
40,0,3,GoalBias,1,9.008483171463013,261,266,124.12514667336856
40,0,4,GoalBias,1,4.8246049880981445,157,145,104.38384147456024
40,0,3,RRT*,1,18.165523767471313,423,421,171.0571473469263
40,0,4,Hybrid,1,2.5434749126434326,70,97,145.45981072603027
40,0,5,GoalBias,1,6.385976791381836,159,208,114.7346297408593
40,0,0,RRT*,1,63.58995795249939,1129,1051,140.2754822305004
40,0,5,Hybrid,1,3.8442418575286865,156,142,171.47462648508093
40,0,4,RRT*,1,22.28998875617981,517,478,153.18646103679902
40,0,5,RRT*,1,14.024769067764282,378,376,167.38041361187416
40,0,6,Hybrid,1,2.677724838256836,81,113,113.2663901375562
40,0,6,RRT*,1,9.230991840362549,220,266,158.91920746756665
40,0,6,GoalBias,1,6.873775005340576,192,197,102.61071799615254
40,0,7,RRT*,1,6.628802061080933,187,213,146.12398084063693
40,0,7,Hybrid,1,1.8586828708648682,39,77,141.76171631232674
40,0,7,GoalBias,1,10.30344295501709,184,211,150.94001416192867
40,0,8,GoalBias,1,5.198982000350952,129,176,144.7884287588647
40,0,8,RRT*,1,7.540672063827515,214,248,123.97151162199562
40,0,9,GoalBias,1,3.5929651260375977,78,131,161.8666271104745
40,1,0,RRT*,1,7.391512155532837,175,244,126.09275427434054
40,1,0,GoalBias,1,3.282060146331787,50,134,120.64763582922079
40,1,0,Hybrid,1,2.2919600009918213,66,101,120.83375693106431
40,0,9,Hybrid,1,19.09009099006653,388,343,184.70322342664136
40,0,9,RRT*,1,23.30876922607422,552,551,127.30070750984302
40,1,1,RRT*,1,8.252119779586792,202,246,153.65753830221982
40,1,1,GoalBias,1,8.220247030258179,310,202,121.51612553717506
40,1,2,GoalBias,1,3.5304789543151855,54,123,115.03677276910369
40,0,8,Hybrid,1,37.18517303466797,513,465,113.5936568663389
40,1,2,Hybrid,1,3.298164129257202,60,110,123.8640080543318
40,1,1,Hybrid,1,12.327152013778687,217,225,168.40783094659187
40,1,3,Hybrid,1,2.9203429222106934,81,92,136.3950866421602
40,1,3,GoalBias,1,4.4946129322052,163,142,146.43476060979634
40,1,2,RRT*,1,16.412142038345337,376,426,176.78156857603605
40,1,4,Hybrid,1,2.324846029281616,43,95,116.4608185514134
40,1,4,GoalBias,1,8.576987028121948,405,215,122.16560968773626
40,1,3,RRT*,1,17.691415071487427,389,411,161.78033431633216
40,1,4,RRT*,1,13.951729774475098,390,395,148.90126853723294
40,1,5,Hybrid,1,8.214788913726807,145,186,127.92533308186023
40,1,5,RRT*,1,17.194895029067993,505,483,202.13270973687307
40,1,6,GoalBias,1,3.782637119293213,55,126,141.86525803604786
40,1,6,Hybrid,1,3.3589539527893066,116,129,162.09927927595598
40,1,5,GoalBias,1,16.76231074333191,497,274,176.20073109747176
40,1,7,GoalBias,1,6.72670316696167,224,187,154.6858826837452
40,1,7,Hybrid,1,5.614732027053833,160,170,145.53050611523253
40,1,8,GoalBias,1,4.809889078140259,129,164,135.97176329103053
40,1,6,RRT*,1,30.561480283737183,693,684,172.05821906852793
40,1,7,RRT*,1,21.331220865249634,571,557,119.43903682930306
40,1,8,Hybrid,1,8.803176879882812,157,145,145.7711191632641
40,1,9,Hybrid,1,1.8436479568481445,38,79,139.43162940434033
40,1,9,GoalBias,1,3.052927255630493,65,118,153.1773112715497
40,1,8,RRT*,1,23.66431713104248,629,581,141.35405617069256
40,2,0,GoalBias,1,9.460676193237305,307,260,136.22232876023156
40,2,0,RRT*,1,11.72327184677124,296,317,172.93812727149657
40,1,9,RRT*,1,17.491082906723022,488,466,171.59826556846275
40,2,0,Hybrid,1,6.222049713134766,129,150,116.59329010719405
40,2,1,GoalBias,1,5.211214780807495,121,166,135.70782483794542
40,2,1,Hybrid,1,4.681828737258911,114,145,124.99788918681327
40,2,2,Hybrid,1,3.298356771469116,69,112,114.22036822510739
40,2,2,GoalBias,1,6.621845006942749,158,216,131.00724922936354
40,2,1,RRT*,1,18.259662866592407,472,475,152.5418908898635
40,2,3,GoalBias,1,5.5377678871154785,160,197,161.71182023778826
40,2,3,Hybrid,1,2.3416748046875,42,91,129.91578277261704
40,2,4,GoalBias,1,3.7907650470733643,80,133,102.09526098630262
40,2,4,Hybrid,1,3.409475088119507,60,120,110.97792301612562
40,2,3,RRT*,1,21.877905130386353,518,537,147.53218022521267
40,2,2,RRT*,1,29.645042896270752,677,656,160.73374056830346
40,2,5,Hybrid,1,4.184869050979614,144,154,138.3730493980357
40,2,5,GoalBias,1,8.571192979812622,263,248,144.87659351957421
40,2,4,RRT*,1,25.19529128074646,551,568,108.81591525272233
40,2,5,RRT*,1,19.47975492477417,501,520,132.38267105290996
40,2,6,Hybrid,1,5.87991189956665,173,182,126.42634442474132
40,2,6,GoalBias,1,9.20023488998413,346,250,151.8666010925087
40,2,7,Hybrid,1,2.072722911834717,52,80,118.45477363198042
40,2,7,GoalBias,1,5.653720855712891,165,183,140.53107365396352
40,2,6,RRT*,1,20.664416074752808,584,491,131.8970609141841
40,2,8,GoalBias,1,4.973706007003784,112,167,123.0445473200033
40,2,8,RRT*,1,12.504125833511353,318,358,150.12396630997847
40,2,8,Hybrid,1,10.635333776473999,187,192,104.45398462603185
40,2,9,Hybrid,1,3.0808651447296143,104,128,116.10178233793779
40,2,9,GoalBias,1,6.52828574180603,191,180,133.97872902164022
40,3,0,GoalBias,1,3.105556011199951,91,124,112.1940982592494
40,3,0,Hybrid,1,2.6314749717712402,90,99,119.21114809923117
40,2,7,RRT*,1,36.61310124397278,873,772,152.91934689538394
40,3,1,RRT*,1,5.759112358093262,141,190,119.63548775645754
40,3,0,RRT*,1,12.663323163986206,282,353,169.3076484095673
40,3,1,Hybrid,1,2.784058094024658,50,95,137.86284658378676
40,3,1,GoalBias,1,5.061863899230957,91,158,109.70322440355007
40,3,2,GoalBias,1,2.9226131439208984,41,109,107.0402941026362
40,3,2,Hybrid,1,1.6217942237854004,31,75,107.48008855876341
40,3,3,GoalBias,1,3.1579108238220215,53,126,141.17857529459903
40,3,3,Hybrid,1,2.953723192214966,66,98,117.15274631430611
40,3,2,RRT*,1,13.671917915344238,393,385,141.4679166917587
40,3,4,GoalBias,1,3.538595199584961,68,131,114.08234067674057
40,3,4,Hybrid,1,2.9359400272369385,78,104,108.13372877486657
40,3,3,RRT*,1,15.438343048095703,407,428,116.10189305270447
40,3,5,GoalBias,1,3.571924924850464,56,134,129.4988516131959
40,3,5,RRT*,1,5.880813837051392,128,204,114.28499383116788
40,3,5,Hybrid,1,2.6183133125305176,41,91,123.9958661958123
40,3,6,GoalBias,1,3.601064920425415,47,119,118.82201705308938
40,3,6,RRT*,1,5.8426947593688965,130,189,125.17840151000091
40,3,6,Hybrid,1,2.1417031288146973,56,91,110.31939888717163
40,3,7,GoalBias,1,3.880855083465576,39,121,139.0180761934692
40,3,7,Hybrid,1,2.2685110569000244,43,89,147.44494282405364
40,3,4,RRT*,1,27.421361923217773,646,648,156.03168343454163
40,3,8,GoalBias,1,2.968057155609131,48,115,108.44915600014792
40,3,8,Hybrid,1,1.6100380420684814,34,80,108.05285454019985
40,2,9,RRT*,0,,,,
40,3,8,RRT*,1,6.562053680419922,163,192,136.15985813259422
40,3,7,RRT*,1,14.112785816192627,351,382,153.04175237274112
40,3,9,GoalBias,1,3.0836548805236816,46,118,128.48234689829405
40,3,9,Hybrid,1,2.1456189155578613,47,86,151.88280358572132
40,4,0,Hybrid,1,5.6552629470825195,133,138,123.94238061290737
40,4,0,GoalBias,1,9.274166107177734,502,237,156.0739600378302
40,3,9,RRT*,1,15.60323715209961,398,440,155.9376103004182
40,4,1,GoalBias,1,3.552384853363037,101,124,86.76558561701182
40,4,1,RRT*,1,9.595645904541016,328,286,155.68092090916446
40,4,0,RRT*,1,17.46358013153076,466,444,123.82777277813993
40,4,1,Hybrid,1,5.6848180294036865,215,155,151.3335152085175
40,4,2,GoalBias,1,3.730870008468628,60,126,123.61922777017644
40,4,2,RRT*,1,8.582021713256836,226,254,142.967452518033
40,4,3,GoalBias,1,4.950675964355469,191,152,122.31879002139183
40,4,3,RRT*,1,9.543604850769043,294,315,134.59615449394087
40,4,2,Hybrid,1,11.869683980941772,173,183,124.86786030681161
40,4,4,GoalBias,1,3.802565813064575,88,106,121.61752650091903
40,4,4,Hybrid,1,3.203169107437134,81,104,122.09167729634687
40,4,3,Hybrid,1,14.351456642150879,335,245,128.22461915638715
40,4,5,GoalBias,1,4.1266608238220215,137,141,112.15254440787712
40,4,5,RRT*,1,5.754423141479492,168,206,155.26880206232786
40,4,5,Hybrid,1,1.948990821838379,48,83,133.47515472691126
40,4,6,Hybrid,1,3.2451090812683105,122,114,169.725375917877
40,4,6,RRT*,1,5.46754002571106,135,159,167.51788912614973
40,4,6,GoalBias,1,6.052115201950073,121,181,107.35101129890923
40,4,7,Hybrid,1,2.8152191638946533,114,87,136.44316846969397
40,4,7,GoalBias,1,4.417379856109619,109,141,131.70975982774704
40,4,7,RRT*,1,9.110962152481079,229,247,133.0057012647845
40,4,8,GoalBias,1,4.29593300819397,167,140,131.9657577554082
40,4,4,RRT*,1,26.22776699066162,612,497,168.29569910737172
40,4,8,RRT*,1,9.630364179611206,252,264,111.47452578467202
40,4,9,GoalBias,1,5.134270906448364,168,149,126.6587407806982
40,4,9,Hybrid,1,1.9665091037750244,60,73,112.01302178893512
60,0,0,RRT*,1,5.9865710735321045,153,193,108.26350030435786
60,0,0,GoalBias,1,4.7022459506988525,107,156,165.40699337868813
40,4,8,Hybrid,1,14.977569103240967,188,191,141.22585899072078
40,4,9,RRT*,1,18.54164695739746,460,432,187.26538025970885
60,0,1,GoalBias,1,11.575681924819946,332,301,160.2518244614115
60,0,1,RRT*,1,19.320696115493774,479,499,178.51629905513485
60,0,0,Hybrid,1,25.019031763076782,167,243,135.9053156220802
60,0,2,RRT*,1,16.68031907081604,400,433,151.46547043608507
60,0,2,GoalBias,1,18.51741600036621,607,490,161.52094976001456
60,0,3,GoalBias,1,3.6784090995788574,70,140,99.0633418466819
60,0,3,RRT*,1,11.470519065856934,294,343,140.2002475285872
60,0,4,RRT*,1,18.275717973709106,434,475,143.8873518496624
60,0,3,Hybrid,1,22.022794008255005,162,254,120.89433496895218
60,0,1,Hybrid,1,60.561274766922,392,435,136.58699119002304
60,0,4,GoalBias,1,8.301159858703613,212,241,161.26952830934087
60,0,2,Hybrid,1,48.0630099773407,305,370,133.51497005585702
60,0,5,GoalBias,1,8.794475078582764,231,259,136.86272531837153
60,0,4,Hybrid,1,14.831058025360107,79,175,121.87760466547482
60,0,5,Hybrid,1,6.435528993606567,63,143,148.71661269920335
60,0,5,RRT*,1,11.97063398361206,378,339,116.13870356428309
60,0,6,GoalBias,1,7.205899953842163,197,222,130.20161002732686
60,0,7,RRT*,1,8.084257125854492,202,270,154.75021575585643
60,0,6,RRT*,1,10.1143159866333,220,273,129.91992357640882
60,0,7,GoalBias,1,6.831031084060669,183,205,156.75174301434666
60,0,8,GoalBias,1,3.528671979904175,67,129,111.59778467868601
60,0,8,Hybrid,1,6.488095045089722,53,140,96.37787594752965
60,0,7,Hybrid,1,15.007822036743164,167,246,116.85154964756187
60,0,8,RRT*,1,15.093331098556519,366,424,113.9860201070376
60,0,9,GoalBias,1,3.827622890472412,79,139,118.81080373024687
60,0,6,Hybrid,1,30.36454701423645,338,369,126.85958769777008
60,1,0,RRT*,1,7.470702171325684,175,268,128.84503119523586
60,1,0,GoalBias,1,5.489421844482422,170,182,132.1272608182354
60,1,0,Hybrid,1,2.9119629859924316,77,109,132.79995755084164
60,1,1,GoalBias,1,4.696155786514282,104,151,117.20112150719478
60,1,1,RRT*,1,7.8973708152771,161,240,99.39848804269718
60,1,1,Hybrid,1,2.5153510570526123,69,98,123.15283038636885
60,0,9,Hybrid,1,23.242062091827393,239,322,140.74976816763103
60,1,2,GoalBias,1,5.5111188888549805,127,190,194.49865736208034
60,1,2,Hybrid,1,2.9576661586761475,63,103,122.32109836114842
60,0,9,RRT*,1,28.712055206298828,634,671,129.06254113844108
60,1,3,Hybrid,1,2.0053441524505615,40,80,124.15100449519032
60,1,2,RRT*,1,12.267414808273315,299,380,186.64905942844965
60,1,4,GoalBias,1,4.365317106246948,157,151,119.49681456900085
60,1,4,RRT*,1,6.945923089981079,168,253,161.95098955384321
60,1,3,RRT*,1,11.172693014144897,255,315,152.85952095817757
60,1,4,Hybrid,1,2.873926877975464,47,111,114.83535216971498
60,1,5,Hybrid,1,1.982017993927002,41,88,155.11814105967264
60,1,5,GoalBias,1,4.351783037185669,101,135,140.2712368233268
60,1,5,RRT*,1,7.912054061889648,177,271,138.38489497485304
60,1,6,GoalBias,1,3.844893217086792,67,137,148.88942822123727
60,1,6,RRT*,1,8.698411226272583,202,266,166.08886486763652
60,1,3,GoalBias,1,23.570112943649292,466,487,176.0762843689337
60,1,7,Hybrid,1,1.5966081619262695,31,71,115.45241856001306
60,1,6,Hybrid,1,7.314458847045898,167,185,135.52197404190522
60,1,7,RRT*,1,8.406850814819336,187,266,136.67680924300078
60,1,8,GoalBias,1,4.062078952789307,87,139,142.4155105793942
60,1,8,Hybrid,1,2.2456839084625244,63,93,150.75392192832763
60,1,7,GoalBias,1,8.298672199249268,176,199,159.37624080374442
60,1,9,GoalBias,1,3.161926031112671,48,115,124.87173631600312
60,1,9,Hybrid,1,1.8864681720733643,50,83,138.45165330790562
60,1,8,RRT*,1,8.70358920097351,214,263,136.36359760679403
60,2,0,Hybrid,1,1.9030449390411377,36,75,109.51397678760226
60,2,0,RRT*,1,8.753056049346924,227,280,137.52848149457688
60,2,1,RRT*,1,6.330101013183594,162,207,147.3299071320916
60,2,1,Hybrid,1,3.374807834625244,151,114,145.09320571333407
60,2,1,GoalBias,1,5.759063005447388,223,180,168.33595896955256
60,1,9,RRT*,1,18.044707775115967,435,490,145.71645070787525
60,2,0,GoalBias,1,15.529738187789917,511,421,158.1418155188764
60,2,2,Hybrid,1,2.8191299438476562,62,99,114.1195936566756
60,2,2,GoalBias,1,3.3459200859069824,54,123,122.60639152918877
60,2,3,GoalBias,1,4.0667829513549805,153,152,152.2920183325728
60,2,3,Hybrid,1,4.0683043003082275,73,124,149.35488431085182
60,2,2,RRT*,1,11.14386510848999,322,361,165.21130501688316
60,2,4,Hybrid,1,5.043539047241211,88,122,105.96120522694147
60,2,4,RRT*,1,10.187582969665527,253,309,137.97110186478977
60,2,5,RRT*,1,6.8321452140808105,168,236,155.6454808165785
60,2,5,GoalBias,1,7.313561677932739,187,242,158.05390902407547
60,2,5,Hybrid,1,4.167470693588257,240,140,130.75828594841906
60,2,6,GoalBias,1,3.5677621364593506,47,125,119.80700950813282
60,2,6,Hybrid,1,2.141317129135132,50,93,114.98115439977437
60,2,6,RRT*,1,11.207267045974731,284,314,104.29953543629034
60,2,3,RRT*,1,39.340118169784546,857,853,170.2622044839999
60,2,7,Hybrid,1,2.6817100048065186,125,95,123.36966773012652
60,2,4,GoalBias,1,36.63550090789795,794,703,160.73082545429895
60,2,8,GoalBias,1,3.060014009475708,48,124,108.44915600014792
60,2,7,GoalBias,1,13.548991918563843,311,343,135.77194687511627
60,2,8,RRT*,1,5.795673847198486,113,187,135.3557130186756
60,2,7,RRT*,1,19.908241748809814,504,547,185.205592911933
60,2,8,Hybrid,1,4.2246856689453125,246,139,191.72614492855365
60,2,9,GoalBias,1,3.4465579986572266,57,121,146.68448072097706
60,2,9,Hybrid,1,2.6471049785614014,78,99,130.7461904960805
60,3,0,Hybrid,1,2.344999074935913,90,89,150.94367806295494
60,3,0,GoalBias,1,3.2017149925231934,91,132,112.1940982592494
60,2,9,RRT*,1,7.926913738250732,181,261,114.56114202964088
60,3,1,GoalBias,1,2.8529882431030273,53,117,146.24104907134154
60,3,1,Hybrid,1,2.272696018218994,28,84,99.81067430213174
60,3,2,GoalBias,1,3.0124869346618652,64,116,108.16402183589553
60,3,2,Hybrid,1,2.464229106903076,45,88,133.22258145409563
60,3,1,RRT*,1,9.540724039077759,238,279,161.0350195177017
60,3,0,RRT*,1,14.49646520614624,380,408,165.85790058888446
60,3,3,GoalBias,1,3.8211851119995117,104,135,136.20347552956164
60,3,3,Hybrid,1,4.830117225646973,135,161,144.0990817799053
60,3,2,RRT*,1,16.826454877853394,427,449,168.02100748125227
60,3,4,Hybrid,1,1.9630389213562012,38,92,116.75795931719006
60,3,4,RRT*,1,9.3262357711792,265,324,138.0483717004993
60,3,5,GoalBias,1,3.4252140522003174,56,123,125.07077330263922
60,3,3,RRT*,1,17.164923906326294,378,439,165.8498801999282
60,3,4,GoalBias,1,11.709142684936523,240,293,166.6789704506837
60,3,5,Hybrid,1,2.0894298553466797,51,85,111.77375259730384
60,3,6,GoalBias,1,3.531632900238037,47,120,109.46040920130986
60,3,5,RRT*,1,8.192344903945923,168,259,148.6895428998331
60,3,6,Hybrid,1,2.7542600631713867,79,109,156.44080596297388
60,3,6,RRT*,1,5.9765870571136475,130,201,125.17840151000091
60,3,7,Hybrid,1,1.7064871788024902,34,76,114.16147904148329
60,3,7,GoalBias,1,3.4702370166778564,57,124,143.77770350118317
60,3,8,GoalBias,1,3.0750463008880615,48,118,110.02106961591744
60,3,8,Hybrid,1,3.099599838256836,63,108,115.44399700211287
60,3,7,RRT*,1,7.896155118942261,215,269,152.60056017380444
60,3,9,GoalBias,1,3.0240070819854736,46,115,155.9183684083126
60,3,9,RRT*,1,10.919956922531128,254,338,124.47325383868858
60,3,9,Hybrid,1,11.223080158233643,625,269,148.97147210647665
60,4,0,GoalBias,1,3.2249810695648193,131,117,152.70644230363112
60,3,8,RRT*,1,21.299461841583252,554,544,167.43521857598574
60,4,0,Hybrid,1,10.022242069244385,199,200,143.4339245653395
60,4,1,GoalBias,1,5.6004252433776855,228,157,145.21494191299448
60,4,0,RRT*,1,19.504302740097046,487,509,148.52175677315276
60,4,1,Hybrid,1,2.9527060985565186,73,108,147.9611161157669
60,4,2,GoalBias,1,2.908950090408325,71,105,122.79172985235738
60,4,2,Hybrid,1,3.9546000957489014,94,105,120.80519282653489
60,4,1,RRT*,1,17.72527503967285,438,458,209.4163975477207
60,4,3,GoalBias,1,3.465009927749634,77,123,123.23833703938833
60,4,3,Hybrid,1,3.054448127746582,85,110,160.25869292136915
60,4,2,RRT*,1,12.902423858642578,376,353,147.96643795842743
60,4,4,GoalBias,1,5.159997940063477,212,142,131.44576759171954
60,4,4,Hybrid,1,6.361526012420654,126,145,152.56382696832182
60,4,4,RRT*,1,12.157460927963257,517,291,121.24845734809912
60,4,5,RRT*,1,9.209831237792969,208,271,131.60165862893177
60,4,5,Hybrid,1,3.572620153427124,67,100,143.4323645499177
60,4,6,GoalBias,1,3.3684139251708984,47,112,107.70829205342582
60,4,6,Hybrid,1,2.0347509384155273,53,79,116.27113659287504
60,4,3,RRT*,1,35.17971324920654,746,667,171.45414019137368
60,4,5,GoalBias,1,19.179311990737915,410,400,125.22642967303926
60,4,7,RRT*,1,7.594750165939331,180,242,166.20557924968162
60,4,7,Hybrid,1,5.326415061950684,116,134,146.4152670761532
60,4,7,GoalBias,1,6.2058820724487305,183,197,115.83039606050313
60,4,8,RRT*,1,8.971412897109985,214,290,174.07060209344544
60,4,6,RRT*,1,23.685171842575073,625,476,167.32399803812729
60,4,8,Hybrid,1,8.239274263381958,189,164,115.85777806801714
60,4,9,RRT*,1,9.499345302581787,254,288,151.86889525024773
60,4,9,Hybrid,1,6.242523908615112,203,170,167.36652381984845
60,4,8,GoalBias,1,26.98064398765564,496,534,170.6730988891517
60,4,9,GoalBias,1,26.98407816886902,544,589,131.56364732219677
