safety_margin,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
0.3,0,0,GoalBias,1,5.350893974304199,146,153,146.6478161965865
0.3,0,0,RRT*,1,7.203227996826172,227,233,167.27506061904174
0.3,0,0,Hybrid,1,6.744764804840088,393,181,138.65426469232904
0.3,0,1,RRT*,1,4.374358654022217,99,159,115.57293194181437
0.3,0,1,Hybrid,1,2.3066511154174805,54,90,137.7344597767417
0.3,0,2,GoalBias,1,4.159969091415405,98,154,147.3778204319594
0.15,4,9,Hybrid,1,25.021247148513794,79,181,109.37393229289295
0.3,0,1,GoalBias,1,12.308658838272095,577,269,176.00164301131883
0.3,0,2,Hybrid,1,5.439571857452393,207,165,167.21625159841702
0.3,0,2,RRT*,1,10.681062936782837,351,303,176.7111363292916
0.3,0,3,Hybrid,1,3.3223721981048584,75,98,111.85873218700792
0.3,0,3,GoalBias,1,7.410814046859741,324,195,136.05265274487434
0.3,0,4,GoalBias,1,4.2380688190460205,156,141,133.65555710758196
0.3,0,3,RRT*,1,14.444675207138062,380,400,116.28022373676964
0.3,0,4,Hybrid,1,8.547982931137085,546,208,171.4570985447876
0.3,0,4,RRT*,1,15.18373417854309,390,358,146.4391331179924
0.3,0,5,GoalBias,1,4.973871231079102,145,175,135.9445653239571
0.3,0,5,Hybrid,1,6.671321153640747,229,199,161.93017665023442
0.3,0,6,RRT*,1,8.3663170337677,210,224,164.44370957771966
0.3,0,6,Hybrid,1,3.391551971435547,220,124,123.40964936649158
0.3,0,7,GoalBias,1,3.778815984725952,81,120,118.07041543571894
0.3,0,7,RRT*,1,13.563461065292358,383,391,135.01143238342212
0.3,0,8,RRT*,1,11.005423069000244,273,275,152.88304253341926
0.3,0,7,Hybrid,1,23.00274109840393,319,275,156.09912363039808
0.3,0,8,GoalBias,1,4.843961238861084,95,161,135.13942787649475
0.3,0,8,Hybrid,1,2.321470022201538,72,94,112.30949756719845
0.3,0,5,RRT*,1,47.63983201980591,1276,958,185.76533009758364
0.3,0,9,GoalBias,1,2.987664222717285,70,110,121.60690791904683
0.3,0,9,Hybrid,1,2.523782730102539,82,105,148.54460091720117
0.3,0,6,GoalBias,1,45.21712303161621,911,833,176.7310800964683
0.3,1,0,RRT*,1,10.825330018997192,296,297,187.95098161865621
0.3,1,0,Hybrid,1,6.843530178070068,101,177,118.3735716098135
0.3,1,1,GoalBias,1,3.683979034423828,121,111,125.40643066984535
0.3,0,9,RRT*,1,23.364888906478882,576,557,189.62026984132942
0.3,1,1,RRT*,1,10.358083963394165,316,309,139.21494343284215
0.3,1,2,GoalBias,1,3.9677059650421143,110,124,140.07752486340263
0.3,1,2,Hybrid,1,3.573613166809082,62,123,137.0285583621355
0.3,1,1,Hybrid,1,13.171082258224487,757,316,128.84816711183657
0.3,1,2,RRT*,1,12.575461864471436,401,320,143.8883860061114
0.3,1,0,GoalBias,1,32.944042921066284,652,598,183.56824700187352
0.3,1,3,GoalBias,1,3.7318990230560303,72,130,167.88497685727938
0.3,1,3,Hybrid,1,3.4517292976379395,100,111,112.97687746540826
0.3,1,4,GoalBias,1,3.6004321575164795,124,144,157.13707182022947
0.3,1,4,Hybrid,1,4.08628511428833,139,140,148.36591528228436
0.3,1,3,RRT*,1,12.667175769805908,378,342,165.2030904350736
0.3,1,5,RRT*,1,4.749865293502808,110,156,135.1219753969588
0.3,1,5,Hybrid,1,5.430072069168091,112,160,138.51654445113897
0.3,1,6,RRT*,1,5.526259899139404,128,162,129.01594011113852
0.3,1,4,RRT*,1,16.28522491455078,404,360,144.57527405602283
0.3,1,5,GoalBias,1,11.749995946884155,525,252,121.85188984837588
0.3,1,6,GoalBias,1,4.498882055282593,118,110,141.59470062960446
0.3,1,6,Hybrid,1,5.548009157180786,53,136,110.94141714157304
0.3,1,7,RRT*,1,3.992642879486084,84,137,146.91774010678282
0.3,1,7,GoalBias,1,5.822316884994507,171,133,145.28849064892825
0.3,1,7,Hybrid,1,6.174917221069336,103,132,126.2218025537402
0.3,1,8,RRT*,1,7.111392021179199,214,209,130.87931607596605
0.3,1,9,GoalBias,1,3.106323003768921,64,113,156.04401885485703
0.3,1,8,GoalBias,1,10.563102006912231,285,261,114.45030546454083
0.3,1,8,Hybrid,1,13.712622880935669,343,287,169.7021624524043
0.3,1,9,Hybrid,1,9.492178201675415,210,191,149.95897925944314
0.3,1,9,RRT*,1,19.14443588256836,460,446,130.8004991049811
0.3,2,0,GoalBias,1,12.453397035598755,569,299,186.91856196670133
0.3,2,1,GoalBias,1,3.8746118545532227,103,144,85.04719095703362
0.3,2,0,RRT*,1,25.549670934677124,735,559,143.43611683065802
0.3,2,1,RRT*,1,16.30395007133484,479,469,213.25094202234942
0.3,2,0,Hybrid,1,22.808448791503906,443,368,182.72780215826776
0.3,2,2,GoalBias,1,6.039094924926758,146,203,142.292326898928
0.3,2,2,Hybrid,1,11.355912923812866,284,242,117.41755286944672
0.3,2,3,RRT*,1,17.06490707397461,481,407,154.7129039941228
0.3,2,3,GoalBias,1,8.894001245498657,256,268,152.27417702367714
0.3,2,4,RRT*,1,5.722868204116821,154,182,104.90196850628163
0.3,2,4,GoalBias,1,4.259664058685303,161,129,106.28450805833972
0.3,2,2,RRT*,1,37.18036508560181,854,783,126.55253699695044
0.3,2,5,RRT*,1,12.409648180007935,374,407,152.6347819924938
0.3,2,5,GoalBias,1,17.86147403717041,627,437,142.74066788744523
0.3,2,5,Hybrid,1,13.701279878616333,127,218,161.0172646769881
0.3,2,6,RRT*,1,24.38931107521057,715,546,205.4482716940372
0.3,2,6,GoalBias,1,9.275646924972534,373,265,156.6894825751374
0.3,2,1,Hybrid,1,127.00416994094849,944,766,155.21741104216363
0.3,2,7,RRT*,1,4.009430885314941,78,143,119.20926840591224
0.3,2,7,GoalBias,1,6.64954400062561,195,171,137.45863483414928
0.3,2,4,Hybrid,1,101.06888031959534,495,465,130.087505742197
0.3,2,7,Hybrid,1,12.42946195602417,156,199,137.88176273541254
0.3,2,8,RRT*,1,10.494026899337769,241,300,157.54015831537282
0.3,2,8,GoalBias,1,3.6518702507019043,77,129,117.3618769942527
0.3,2,8,Hybrid,1,6.394627094268799,138,160,117.08464837935412
0.3,2,9,GoalBias,1,4.546539783477783,163,129,117.77316814373822
0.3,2,9,RRT*,1,14.173043966293335,435,369,187.26680529420784
0.3,2,9,Hybrid,1,12.731366157531738,84,186,126.30489534370382
0.3,2,6,Hybrid,1,63.2816162109375,288,351,137.67075887451648
0.3,3,0,Hybrid,1,2.9887890815734863,92,98,154.30670820559322
0.3,3,0,GoalBias,1,13.358991146087646,500,362,121.26931311777788
0.3,3,1,RRT*,1,6.064590215682983,141,187,122.0708420723335
0.3,3,1,GoalBias,1,3.383625030517578,70,118,107.24478416047427
0.3,2,3,Hybrid,1,165.09386897087097,605,609,125.69786343609309
0.3,3,2,GoalBias,1,6.25600790977478,152,157,104.31417917213547
0.3,3,2,RRT*,1,11.26022982597351,401,313,139.5601161789129
0.3,3,0,RRT*,1,35.13724422454834,765,742,146.7191575439774
0.3,3,2,Hybrid,1,7.203094005584717,61,152,120.68429221500398
0.3,3,3,Hybrid,1,6.919922113418579,42,135,113.49669014039472
0.3,3,3,RRT*,1,12.675973892211914,371,322,114.72510319910775
0.3,3,1,Hybrid,1,29.65345788002014,232,262,118.75278187728628
0.3,3,4,GoalBias,1,10.343325138092041,366,287,129.19088486615942
0.3,3,4,RRT*,1,17.783953189849854,428,387,155.84487593472605
0.3,3,5,RRT*,1,19.00460410118103,505,443,180.82550185299752
0.3,3,4,Hybrid,1,26.860479831695557,363,333,174.61372395506493
0.3,3,6,RRT*,1,8.255648136138916,202,211,144.22833076630556
0.3,3,5,GoalBias,1,24.49891185760498,525,472,131.91742172588727
0.3,3,6,GoalBias,1,3.4290590286254883,50,110,109.0237471793138
0.3,3,6,Hybrid,1,16.856237173080444,312,278,122.57119810188571
0.3,3,7,RRT*,1,22.549721002578735,504,489,194.65967561705205
0.3,3,7,Hybrid,1,22.129871129989624,307,284,113.87018792538773
0.3,3,8,RRT*,1,7.485507965087891,174,236,142.3779353005953
0.3,3,8,GoalBias,1,3.7443456649780273,68,123,128.6925387589668
0.3,3,8,Hybrid,1,8.025474071502686,215,171,98.4769177956839
0.3,3,9,RRT*,1,9.361768960952759,254,250,119.01423619228004
0.3,3,9,GoalBias,1,4.299081087112427,78,139,155.82532529708777
0.3,3,3,GoalBias,1,135.4550061225891,1445,1076,136.63527367638832
0.3,3,9,Hybrid,1,8.57813286781311,189,178,136.12231726266606
0.3,4,0,RRT*,1,14.575109958648682,535,256,145.40238624551924
0.3,3,7,GoalBias,1,79.39436388015747,1428,1128,161.12462441908792
0.3,4,1,RRT*,1,8.002849102020264,202,247,155.09310697991785
0.3,4,1,GoalBias,1,3.67153000831604,102,95,112.195860574448
0.3,4,0,Hybrid,1,24.73759913444519,705,201,112.72788034807509
0.3,4,2,RRT*,1,11.463691711425781,250,287,119.63836248348295
0.3,4,1,Hybrid,1,27.102411031723022,550,305,124.68622071361631
0.3,4,2,GoalBias,1,3.7526321411132812,61,110,110.74777279185285
0.3,4,0,GoalBias,1,56.714739084243774,1282,811,139.02345077410257
0.3,4,2,Hybrid,1,9.753575801849365,699,117,141.05420840674915
0.3,4,3,RRT*,1,19.860042810440063,518,462,146.35559067595983
0.3,4,3,Hybrid,1,25.015865802764893,727,155,137.26732759893753
0.3,4,4,RRT*,1,15.26975703239441,406,303,121.95491174995232
0.3,4,3,GoalBias,1,32.906533002853394,641,553,124.76293841861582
0.3,4,4,GoalBias,1,10.483628988265991,366,269,156.49366901961085
0.3,4,4,Hybrid,1,9.40031909942627,82,145,109.71268425127884
0.3,4,5,RRT*,1,4.392219066619873,116,142,167.66480141071176
0.3,4,6,RRT*,1,7.818536043167114,351,204,140.63908467494787
0.3,4,5,Hybrid,1,13.792909860610962,42,121,144.87611215780953
0.3,4,5,GoalBias,1,24.550976037979126,525,453,118.24389339116416
0.3,4,6,Hybrid,1,14.005444049835205,250,194,148.88225860726348
0.3,4,7,GoalBias,1,2.631380081176758,43,88,91.36012824648556
0.3,4,6,GoalBias,1,22.535037994384766,569,390,168.30276932307905
0.3,4,7,Hybrid,1,10.744694709777832,157,186,115.32877421774755
0.3,4,8,GoalBias,1,3.8520169258117676,87,105,105.52051459255617
0.3,4,8,RRT*,1,19.079441785812378,504,414,155.4553370616945
0.3,4,7,RRT*,1,28.970552921295166,732,623,120.84036017385883
0.3,4,8,Hybrid,1,15.941354036331177,54,137,109.90266904502462
0.3,4,9,GoalBias,1,9.652822017669678,370,198,118.39255070155305
0.3,4,9,RRT*,1,19.055634021759033,488,395,192.72763349678692
0.45,0,0,RRT*,1,8.157378196716309,227,233,163.18593003133736
0.45,0,0,Hybrid,1,2.8495917320251465,109,91,143.12353011044303
0.45,0,0,GoalBias,1,8.295343160629272,224,183,139.74897166491877
0.3,4,9,Hybrid,1,20.19910502433777,372,225,83.96210125022081
0.45,0,1,Hybrid,1,2.781383991241455,66,96,158.12777001419258
0.45,0,1,RRT*,1,11.29573392868042,289,286,137.86811306073898
0.45,0,2,GoalBias,1,4.881088018417358,98,155,147.3778204319594
0.45,0,2,RRT*,1,7.106755018234253,167,179,141.0060260288391
0.45,0,2,Hybrid,1,2.2799317836761475,54,82,122.94647538547952
0.3,3,5,Hybrid,1,290.6578550338745,819,758,119.14868051637586
0.45,0,3,GoalBias,1,6.775169610977173,261,174,133.79687033003418
0.45,0,1,GoalBias,1,23.080422163009644,900,463,114.34442412161542
0.45,0,3,Hybrid,1,5.468617916107178,138,144,131.72511394469052
0.45,0,4,GoalBias,1,4.863805055618286,163,141,157.57856037356865
0.45,0,3,RRT*,1,15.02405309677124,380,382,116.28022373676964
0.45,0,5,GoalBias,1,3.9332120418548584,102,135,136.35540744603804
0.45,0,4,Hybrid,1,9.581439971923828,188,193,139.53053046282653
0.45,0,4,RRT*,1,17.931639194488525,409,371,173.13545529750238
0.45,0,6,RRT*,1,8.882895708084106,210,221,134.76567322614787
0.45,0,6,Hybrid,1,3.3225021362304688,138,107,132.06574863840333
0.45,0,7,RRT*,1,7.4844207763671875,180,220,141.34825289706487
0.45,0,5,Hybrid,1,25.217356204986572,547,292,174.96720299335612
0.45,0,5,RRT*,1,30.77847695350647,862,614,149.9998346012201
0.45,0,7,GoalBias,1,9.475806951522827,366,237,143.94638896785165
0.45,0,8,GoalBias,1,5.085832118988037,95,161,135.13942787649475
0.45,0,8,RRT*,1,11.84955096244812,273,270,120.95910316205644
0.45,0,6,GoalBias,1,47.412548780441284,911,824,184.26565810258504
0.45,0,7,Hybrid,1,31.199602842330933,383,297,147.04409868756082
0.45,0,8,Hybrid,1,19.87836480140686,600,331,140.37428814715875
0.45,0,9,Hybrid,1,3.2930541038513184,108,120,180.23977809781297
0.45,0,9,RRT*,1,24.478030920028687,576,531,189.01129633815899
0.45,1,0,RRT*,1,11.799581050872803,274,265,177.09311307154172
0.45,0,9,GoalBias,1,14.769601106643677,458,332,202.25860601286624
0.45,1,0,GoalBias,1,15.043758153915405,315,313,162.95965253308273
0.45,1,1,RRT*,1,8.275001049041748,316,244,164.81418571027893
0.45,1,0,Hybrid,1,15.639556169509888,207,175,111.59879972383355
0.45,1,1,Hybrid,1,5.1592302322387695,121,128,144.94511703022914
0.45,1,1,GoalBias,1,12.418260097503662,518,200,159.56808495063567
0.45,1,2,GoalBias,1,4.240160942077637,110,124,140.07752486340263
0.45,1,2,RRT*,1,14.225528717041016,401,349,161.58803904467356
0.45,1,3,RRT*,1,9.626816034317017,311,270,122.09518540346843
0.45,1,3,GoalBias,1,10.980739831924438,319,295,120.07888772203847
0.45,1,4,GoalBias,1,5.510578155517578,256,185,148.6036035430867
0.45,1,2,Hybrid,1,19.9516658782959,82,166,136.74635362616993
0.45,1,5,RRT*,1,5.276560306549072,116,144,157.58249602758607
0.45,1,4,RRT*,1,16.21066117286682,367,326,145.27887689780655
0.45,1,4,Hybrid,1,8.389339208602905,83,128,108.71633746509536
0.45,1,6,RRT*,1,5.712773084640503,128,148,151.89129224365243
0.45,1,5,Hybrid,1,6.397050142288208,140,137,123.0194673562866
0.45,1,6,GoalBias,1,4.044179916381836,118,110,141.59470062960446
0.45,1,6,Hybrid,1,7.178434133529663,94,156,109.92079925500502
0.45,1,7,RRT*,1,3.9449949264526367,84,134,146.9523038378051
0.45,1,3,Hybrid,1,34.4888813495636,124,210,125.22491243021247
0.45,1,7,GoalBias,1,5.6768879890441895,171,138,145.28849064892825
0.45,1,5,GoalBias,1,22.46764874458313,428,396,141.70916546334186
0.45,1,7,Hybrid,1,9.430519819259644,81,152,116.71311422976768
0.45,1,8,RRT*,1,7.361035108566284,214,212,130.87931607596605
0.45,1,8,Hybrid,1,8.813317060470581,102,176,116.0128750452438
0.45,1,8,GoalBias,1,12.645508766174316,282,223,127.23067621115193
0.45,1,9,Hybrid,1,7.747442007064819,189,144,115.87220540569501
0.45,1,9,RRT*,1,23.954136848449707,576,550,156.84580538723398
0.45,2,0,GoalBias,1,12.953943729400635,569,293,186.91856196670133
0.45,1,9,GoalBias,1,25.806670904159546,380,298,134.53458752093178
0.45,2,0,Hybrid,1,5.737457752227783,131,133,123.274461719301
0.45,2,1,GoalBias,1,4.469679117202759,128,151,130.37068457820106
0.45,2,0,RRT*,1,27.67290496826172,717,492,206.16580502749065
0.45,2,2,GoalBias,1,5.0096540451049805,179,167,133.5214733385782
0.45,2,1,RRT*,1,18.895714044570923,472,480,164.59423773523105
0.45,2,2,RRT*,1,14.454545259475708,395,378,139.72118468916128
0.45,2,2,Hybrid,1,12.763739109039307,116,219,123.26823814074682
0.45,2,3,GoalBias,1,10.553128004074097,261,275,123.53928209589078
0.45,2,4,RRT*,1,4.666515111923218,114,157,160.67694603347442
0.45,2,4,GoalBias,1,4.391295909881592,161,128,106.28450805833972
0.45,2,3,Hybrid,1,16.729593753814697,155,217,137.94015864815606
0.45,2,3,RRT*,1,25.92751979827881,639,610,152.13926333985984
0.45,2,5,RRT*,1,12.839387893676758,374,406,152.6347819924938
0.45,2,4,Hybrid,1,19.692288875579834,341,294,141.33462800384692
0.45,2,5,Hybrid,1,3.2177159786224365,125,92,116.87040391559717
0.45,2,5,GoalBias,1,16.06548500061035,599,428,181.5587693826549
0.45,2,6,Hybrid,1,7.143290996551514,108,159,97.56341993313241
0.45,2,6,GoalBias,1,8.744853973388672,364,263,157.9582137993054
0.45,2,7,RRT*,1,3.9689221382141113,77,144,121.03977842276132
0.45,2,7,GoalBias,1,4.785367012023926,109,135,115.36581067396281
0.45,2,6,RRT*,1,25.130852222442627,693,561,175.65301555747803
0.45,2,8,RRT*,1,11.589976787567139,351,352,135.05820851893884
0.45,2,8,GoalBias,1,3.3821160793304443,77,129,117.3618769942527
0.45,2,1,Hybrid,1,86.7875189781189,603,478,148.69708840314118
0.45,2,9,GoalBias,1,4.095678091049194,163,128,117.77316814373822
0.45,2,9,RRT*,1,19.087387800216675,589,460,192.53900417371094
0.45,2,9,Hybrid,1,17.854737281799316,143,209,142.57999375639454
0.45,2,8,Hybrid,1,38.546006202697754,392,363,136.05838980246435
0.45,3,0,RRT*,1,18.7852201461792,466,459,133.97530327964853
0.45,3,0,Hybrid,1,4.8675220012664795,113,131,153.09117339259296
0.45,3,1,RRT*,1,5.788906812667847,141,183,128.42164192887955
0.45,3,1,GoalBias,1,3.1056571006774902,70,115,107.24478416047427
0.45,3,1,Hybrid,1,1.7915310859680176,40,71,144.97853732260555
0.45,3,0,GoalBias,1,22.977254152297974,749,550,148.59288015256539
0.45,3,2,GoalBias,1,6.140033006668091,152,171,104.31417917213547
0.45,3,2,RRT*,1,8.4947190284729,322,229,119.51132695706663
0.45,3,3,GoalBias,1,3.145421028137207,88,117,110.9974652948737
0.45,3,3,Hybrid,1,5.990606784820557,80,137,164.09628076892244
0.45,3,2,Hybrid,1,15.613710880279541,161,225,119.45211713219638
0.45,3,3,RRT*,1,12.690678119659424,378,349,127.81132148607074
0.45,3,4,Hybrid,1,4.494956016540527,45,123,156.15155212578406
0.45,3,4,GoalBias,1,9.129095077514648,366,279,129.19088486615942
0.45,2,7,Hybrid,1,90.0592131614685,533,544,133.02061914336153
0.45,3,5,RRT*,1,5.927511930465698,168,194,117.69406937417205
0.45,3,5,Hybrid,1,1.964414119720459,78,68,111.68554184011968
0.45,3,4,RRT*,1,15.849931001663208,428,370,155.84487593472605
0.45,3,6,GoalBias,1,3.185215950012207,50,112,109.0237471793131
0.45,3,6,RRT*,1,6.808559894561768,202,203,151.60065443849936
0.45,3,6,Hybrid,1,5.4534149169921875,198,150,133.66876031952492
0.45,3,5,GoalBias,1,12.956769704818726,385,336,143.42066540792194
0.45,3,8,RRT*,1,6.433168172836304,174,229,142.3779353005953
0.45,3,7,Hybrid,1,10.608699083328247,559,267,129.19131086153212
0.45,3,8,GoalBias,1,3.077484130859375,68,120,128.6925387589668
0.45,3,8,Hybrid,1,6.213587045669556,176,185,147.19143809004595
0.45,3,9,RRT*,1,7.330127239227295,254,219,119.01423619228004
0.45,3,7,RRT*,1,23.105149269104004,607,565,136.88257296671046
0.45,3,9,GoalBias,1,3.9151041507720947,78,138,155.82532529708777
0.45,4,0,RRT*,1,9.15420913696289,227,226,121.4195640137909
0.45,3,9,Hybrid,1,18.293028831481934,484,340,119.95490146319344
0.45,4,1,RRT*,1,5.3037848472595215,161,161,128.33790979506827
0.45,4,0,GoalBias,1,22.611999034881592,437,386,90.49710591232403
0.45,4,0,Hybrid,1,15.212787866592407,1084,185,141.2783398981345
0.45,4,1,GoalBias,1,3.6337521076202393,102,92,112.195860574448
0.45,4,2,GoalBias,1,3.2862350940704346,61,112,86.36373847870111
0.45,4,1,Hybrid,1,8.892727136611938,186,134,119.48746842558405
0.45,4,2,Hybrid,1,14.053639888763428,712,182,126.53116820702601
0.45,4,2,RRT*,1,22.62706208229065,677,531,137.09178538781788
0.45,4,3,RRT*,1,19.871620893478394,518,462,143.09288412506282
0.45,4,3,Hybrid,1,14.286324977874756,735,161,108.37672944384225
0.45,4,3,GoalBias,1,17.70885181427002,511,390,110.64565402637466
0.45,4,4,RRT*,1,13.7587890625,507,375,170.6793695018505
0.45,4,4,Hybrid,1,7.548040866851807,91,160,139.05179828780086
0.45,4,4,GoalBias,1,8.719815969467163,366,249,156.49366901961085
0.45,4,5,RRT*,1,4.473114967346191,135,157,136.78574526880195
0.45,4,5,GoalBias,1,8.126633882522583,259,203,113.88593263186137
0.45,4,5,Hybrid,1,10.101539134979248,179,172,107.805491804638
0.45,4,6,GoalBias,1,6.636408090591431,264,164,133.92612243874373
0.45,4,6,Hybrid,1,13.478029727935791,67,141,119.4887583215697
0.45,4,6,RRT*,1,22.58179497718811,774,513,152.22183417332946
0.45,4,7,GoalBias,1,3.23771333694458,54,97,119.08656324185809
0.45,4,7,RRT*,1,14.540864944458008,556,356,126.02324958973843
0.45,4,8,GoalBias,1,3.4462361335754395,87,105,105.52051459255617
0.45,4,7,Hybrid,1,10.337453126907349,85,139,106.72037301569723
0.45,4,8,RRT*,1,16.12865900993347,504,392,153.46394126663574
0.45,4,8,Hybrid,1,14.156166315078735,94,177,115.63084794145715
0.45,4,9,RRT*,1,14.316968202590942,538,351,158.71682354520317
0.45,3,7,GoalBias,0,,,,
0.45,4,9,Hybrid,1,12.800637006759644,508,194,122.81942779767563
0.45,4,9,GoalBias,1,26.021258115768433,935,407,138.56583124631328
